level,item,word,part_of_speech,pronunciation,meaning
1,449,horseback,n.,ฮอร์สแบค,หลังม้า
1,450,hospital,n.,ฮอสพิทัล,โรงพยาบาล
1,451,host,n.,โฮสทฺ,"เจ้าบ้าน, เจ้าภาพ"
1,452,hotel,n.,โฮเทล,โรงแรม
1,453,hour,n.,อาวเออะ,ชั่วโมง
1,454,how,adv.,ฮาว,"เพียงใด, แค่ไหน, อย่างไร"
1,455,hug,v.,ฮัก,"กอด, รัด"
1,456,hundred,n.,ฮันเดรด,หลักร้อย
1,457,hungry,adj.,ฮังกรี,หิว
1,458,husband,n.,ฮัสเบินดฺ,สามี
1,459,ice,n.,ไอซฺ,น้ำแข็ง
1,460,ice cream,n.,ไอซฺกรีม,ไอศกรีม
1,461,idea,n.,ไอเดีย,ความคิด
1,462,important,adj.,อิมพอร์เทินทฺ,สำคัญ
1,463,in front of,prep.,อิน ฟรอนทฺ ออฟ,ข้างหน้า
1,464,incorrect,adj.,อินเคอะเรคทฺ,ไม่ถูกต้อง
1,465,indoor,adj.,อินดอร์,"ในบ้าน, ในร่ม"
1,466,insect,n.,อินเซคทฺ,แมลง
1,467,inside,adv.,อินไซดฺ,"ข้างใน, ด้านใน"
1,468,interesting,v.,อินเทอเรสติง,น่าสนใจ
1,469,internet,n.,อินเทอเนท,อินเตอร์เน็ต
1,470,interview,n.,อินเทอวิว,การสัมภาษณ์
1,471,introduce,v.,อินทระดูวซฺ,แนะนำตัว
1,472,invite,v.,อินไวทฺ,"เชิญ, เชื้อเชิญ"
1,473,iron,v.,ไอรฺเอิน,รีด (เสื้อผ้า)
1,474,Italian,n.,อิแทลเยิน,ชาวอิตาลี
1,475,Italy,n.,อิททะลี,ประเทศอิตาลี
1,476,item,n.,ไอเทิม,"เรื่อง, ชิ้น, อัน"
1,477,jacket,n.,แจคคิท,เสื้อแจ็กเก็ท
1,478,jam,v.,แจม,"แออัด, ติดขัด"
1,479,jar,n.,จาร์,"ไห, กระปุก"
1,480,jazz,n.,แจส,ดนตรีแจส
1,481,jean,n.,จีน,ผ้ายีน
1,482,job,n.,จอบ,งาน
1,483,jog,v.,จอก,วิ่งเหยาะๆ
1,484,joke,v.,โจก,"พูดล้อเล่น, พูดตลก"
1,485,juice,n.,จูซ,"น้ำผลไม้, น้ำผัก"
1,486,jump,v.,จัมพฺ,กระโดด
1,487,junk,n.,จังคฺ,ขยะ
1,488,just,adv.,จัสทฺ,"เพิ่งจะ, เกือบจะ"
1,489,karaoke,n.,เคราโอคิ,การร้องคาราโอเกะ
1,490,keep,v.,คีพ,รักษา
1,491,kick,v.,คิค,"ถีบ, เตะ"
1,492,kid,n.,คิด,เด็ก
1,493,killer,n.,คิลเลอะ,"ผู้ฆ่า, นักฆ่า"
1,494,kilometer,n.,คิลอมมีเทอะ,กิโลเมตร
1,495,kind,adj.,ไคนดฺ,"กรุณา, เมตตา, ใจดี"
1,496,kindergarten,n.,คินเดอะการ์เทิน,โรงเรียนอนุบาล
1,497,king,n.,คิง,กษัตริย์
1,498,kiss,v.,คิส,จูบ
1,499,kitchen,n.,คิทเชิน,ครัว
1,500,knee,n.,นี,เข่า
1,501,knife,n.,ไนฟฺ,มีด
1,502,knit,v.,นิท,ถัก
1,503,know,v.,โนวฺ,"ทราบ, จำได้, รู้, รู้จัก"
1,504,lane,n.,เลน,ช่องทาง
1,505,language,n.,แลงเกวจฺ,ภาษา
1,506,large,adj.,ลาจ,"ส่วนใหญ่, ใหญ่, โต"
1,507,laser,n.,เลเซอะ,แสงเลเซอร
1,508,last,adj.,ลาสทฺ,"ที่แล้วมานี้, คราวสุดท้าย, สุดท้าย, ล่าสุด"
1,509,late,adj.,เลท,"สาย, ช้ากว่ากำหนด"
1,510,laugh,v.,ลัฟ,หัวเราะ
1,511,lawyer,n.,ลอเยอะ,ทนายความ
1,512,lazy,adj.,เลซี,เกียจคร้าน
1,513,lead,v.,ลีด,"นำ, นำพา, จูง, ชักจูง"
1,514,learn,v.,เลิร์น,เรียนรู้
1,515,least,adj.,ลีสทฺ,น้อยที่สุด
1,516,leather,n.,เลทเธอะ,หนังสัตว์
1,517,leave,v.,ลีฟ,"ออกไป, ออกจาก, ละทิ้ง"
1,518,leg,n.,เลก,ขา
1,519,lemon,n.,เลเมิน,มะนาว
1,520,lemonade,n.,เลเมอเนด,น้ำมะนาว
1,521,lens,n.,เลนซฺ,เลนส์
1,522,leopard,n.,เลพเพิร์ด,เสือดาว
1,523,let,v.,เลท,อนุญาต
1,524,letter,n.,เลทเทอะ,จดหมาย
1,525,lettuce,n.,เลททิวซฺ,ผักกาดหอม
1,526,library,n.,ไลบระลี,ห้องสมุด
1,527,lie,v.,ลาย,โกหก
1,528,life,n.,ไลฟฺ,ชีวิต
1,529,lifestyle,n.,ไลฟฺสไตล์,วิถีชีวิต
1,530,light,n.,ไลทฺ,"โคม, ตะเกียง, แสงไฟ"
1,531,like,v.,ไลคฺ,ชอบ
1,532,line,n.,ไลนฺ,เส้น
1,533,link,n.,ลิงคฺ,"การเชื่อมต่อ, ข้อต่อ"
1,534,lion,n.,ไลเยิน,สิงโต
1,535,list,n.,ลิสทฺ,รายการ
1,536,listen,v.,ลิสเซิน,ฟัง
1,537,little,adj.,ลิทเทิล,เล็กน้อย
1,538,live,v.,ลีฟ,"ดำรงชีพ, อาศัยอยู่"
1,539,lizard,n.,ลิซเซิร์ด,สัตวเลื้อยคลานพวกจิ้งจก
1,540,lobster,n.,ลอบสเตอะ,กุ้งทะเลขนาดใหญ่
1,541,location,n.,โลเคเชิน,"ตำแหน่ง, สถานที่"
1,542,locker,n.,ลอคเคอะ,ตู้ลอคเกอร์
1,543,London,n.,ลอนเดิน,กรุงลอนดอน
1,544,look,v.,ลุค,ดู
1,545,look after,v.,ลุคอาฟเทอะ,ดูแล
1,546,look at,v.,ลุคแอท,"พิจารณาบางสิ่งในทางที่พิเศษ, มองที่"
1,547,look for,v.,ลุคฟอร์,"ค้นหา, มองหา"
1,548,lost,adj.,ลอสทฺ,สูญหายไป
1,549,loud,adj.,ลาวดฺ,ดัง
1,550,low,adj.,โลว,"เตี้ย, ต่ำ"
1,551,lucky,adj.,ลัคคี,โชคดี
1,552,machine,n.,มัชชีน,"เครื่องจักร, ที่ใช้กำลังเครื่องจักร"
1,553,magazine,n.,แมกกะซีน,หนังนิตยสาร
1,554,magic,n.,เมจิค,เวทมนต์
1,555,make,v.,เมค,"ทำ, ก่อ, ผลิต, สร้าง"
1,556,male,n.,เมล,เพศชาย
1,557,mango,n.,แมงโก,มะม่วง
1,558,many,adj.,แมนนี,มาก
1,559,map,n.,แมพ,แผนที่
1,560,mark,n.,มาร์ค,เครื่องหมาย
1,561,marry,v.,แมร์รี,แต่งงาน
1,562,mat,n.,แมท,เสื่อ
1,563,match,n.,แมทชฺ,การแข่งขัน
1,564,math,n.,แมธ,คณิตศาสตร์
1,565,meal,n.,มีล,มื้ออาหาร
1,566,mean,v.,มีน,หมายถึง
1,567,meat,n.,มีท,เนื้อสัตว์
1,568,mechanic,n.,เมอะแคนนิค,นายช่าง
1,569,media,n.,มีเดีย,สื่อมวลชน
1,570,medicine,n.,เมดดิซีน,ยา
1,571,meet,v.,มีท,"พบ, เจอ"
1,572,meeting,n.,มีททิ่ง,การประชุม
1,573,melon,n.,เมลเลิน,ผลไม้จำพวกแตง
1,574,melt,v.,เมลทฺ,"ละลาย, หลอม"
1,575,member,n.,เมมเบอะ,สมาชิก
1,576,memory,n.,เมมมะรี่,ความจำ
1,577,message,n.,เมสเสจ,ข้อความ
1,578,meter,n.,มีทเทอะ,หน่วยวัดความยาวเป็นเมตร
1,579,Mexico,n.,เมกซิโก,ประเทศเม็กซิโก
1,580,microwave,n.,ไมโครเวฟ,ไมโครเวฟ
1,581,middle,adj.,มิดเดิล,ส่วนกลาง
1,582,midnight,n.,มิดไนทฺ,เที่ยงคืน
1,583,milk,n.,มิลคฺ,น้ำนม
1,584,million,n.,มิลเยิน,หนึ่งล้าน
1,585,minute,n.,มินนิท,นาที
1,586,mirror,n.,มิเรอะ,กระจกเงา
1,587,miss,v.,มิส,"ทำพลาด, ตกรถ, คิดถึง"
1,588,mix,v.,มิกซฺ,ผสม
1,589,modern,adj.,โมเดิร์น,ทันสมัย
1,590,moment,n.,โมเมินทฺ,ขณะนั้น
1,591,money,n.,มันนี,เงิน
1,592,monkey,n.,มังคี,"ลิง, เด็กซน"
1,593,month,n.,มันธฺ,เดือน
1,594,morning,n.,มอร์นิ่ง,"เช้า, เวลาเช้า"
1,595,most,adj.,โมสทฺ,มากที่สุด
1,596,motorbike,n.,โมเทอะไบค์,รถจักรยานยนต์
1,597,mountain,n.,เมาเทิน,"แถบภูเขา, ภูเขา, สูง"
1,598,mouse,n.,เมาซฺ,หนู
1,599,move,v.,มูวฟฺ,เคลื่อนที่
1,600,movie,n.,มูฟวี,ภาพยนตร์
1,601,mud,n.,มัด,โคลน
1,602,mum,v.,มัม,แม่
1,603,museum,n.,มิวเซียม,พิพิธภัณฑ์
1,604,mushroom,n.,มัชรูม,เห็ด
1,605,music,n.,มิวสิค,ดนตรี
1,606,musician,n.,มิวซิคเชิน,นักดนตรี
1,607,mustache,n.,มัสแทช,หนวด
1,608,nail,n.,เนล,ตะปู
1,609,name,n.,เนม,"ชื่อ, นาม"
1,610,napkin,n.,แนพคิน,ผ้าเช็ดปากและมือ
1,611,nationality,n.,แนชชะแนลลิที,สัญชาติ
1,612,navy,n.,เนฟวี่,ทหารเรือ
1,613,near,adv.,เนียร์,ใกล้
1,614,neck,n.,เนค,คอ
1,615,necklace,n.,เนคเลส,สร้อยคอ
1,616,necktie,n.,เนคไท,"เนคไท, ผ้าผูกคอ"
1,617,need,v.,นีด,"ต้องการ, จำเป็นต้อง"
1,618,nephew,n.,เนฟฟิว,หลานชาย
1,619,nest,n.,เนสทฺ,รังนก
1,620,net,n.,เนท,ตาข่าย
1,621,never,adv.,เนฟเวอะ,ไม่เคย
1,622,new,adj.,นิว,"รุ่นใหม่, ใหม่"
1,623,news,n.,นิวซฺ,ข่าว
1,624,newspaper,n.,นิวซฺเพเพอะ,หนังสือพิมพ์
1,625,next,adj.,เนกซทฺ,"ติดกัน, ถัดจากนั้น, ถัดไป"
1,626,nice,adj.,ไนซฺ,"ดีงาม, อ่อนโยน"
1,627,niece,n.,นีซ,หลานสาว
1,628,night,n.,ไนทฺ,กลางคืน
1,629,nobody,pron.,โนบอดี,ไม่มีใคร
1,630,noise,n.,นอยซฺ,เสียงรบกวน
1,631,noisy,adj.,นอยซี,อึกทึก
1,632,noodle,n.,นูดเดิล,"ก๋วยเตี๋ยว, บะหมี่"
1,633,normal,adj.,นอร์มอล,"ปกติ, ธรรมดา"
1,634,north,n.,นอร์ธ,ทิศเหนือ
1,635,nose,n.,โนส,จมูก
1,636,note,v.,โนท,"จดบันทึก, สังเกต"
1,637,notebook,n.,โนทบุค,สมุดบันทึก
1,638,nothing,n.,นัธธิง,ไม่มีอะไร
1,639,now,adv.,นาว,"เดี๋ยวนี้, บัดนี้, เวลานี้"
1,640,number,n.,นัมเบอะ,ตัวเลข
1,641,nursery,adj.,เนิร์ซเซอะรี,"ห้องหรือสถานที่เลี้ยงเด็ก, เรือนเพาะต้นไม้"
1,642,octopus,n.,ฮอคโทเพิส,ปลาหมึกยักษ์
1,643,often,adv.,ออฟเฟิน,"บ่อยๆ, มักจะ"
1,644,Oh!,interj.,โอ,คำแสดงความประหลาดใจ
1,645,oil,n.,ออยลฺ,น้ำมัน
1,646,okay,adv.,โอเค,"ใช้ได้, ตกลง"
1,647,old,adj.,โอลดฺ,"เก่า, ชรา, แก่"
1,648,olive,n.,โอลีฟ,มะกอก
1,649,once,adv.,วันซฺ,ครั้งหนึ่ง
1,650,onion,n.,อันเยิน,หัวหอม
1,651,only,adv.,โอนลี,เท่านั้น
1,652,open,v.,โอเพิน,เปิด
1,653,opinion,n.,โอพินเยิน,ข้อคิดเห็น
1,654,opposite,prep.,ออพโพสิท,ตรงกันข้าม
1,655,or,conj.,ออร์,"มิฉะนั้น, หรือ"
1,656,orange,n.,ออเรนจฺ,ส้ม
1,657,orchid,n.,ออร์คิด,กล้วยไม
1,658,order,n.,ออร์เดอะ,"แถว, ลำดับ"
1,659,ostrich,n.,ออสตริช,นกกระจอกเทศ
1,660,other,pron.,อัธเธอะ,"คนอื่นๆ, อีก, อื่นๆ"
1,661,outdoor,adj.,เอาทฺดอร์,"นอกบ้าน, กลางแจ้ง"
1,662,outside,adv.,เอาทฺไซดฺ,"ข้างนอก, ภายนอก"
1,663,oven,n.,อัฟเวิน,เตาอบ
1,664,over,prep.,โอเวอะ,"บน, เหนือ, เกิน, มากเกินไป, เหลือ"
1,665,own,adj.,โอน,"เป็นเจ้าของ, ด้วยตนเอง"
1,666,owner,n.,โอนเนอะ,เจ้าของ
1,667,oxygen,n.,ออฟซิเจน,ธาตุออกซิเจน
1,668,page,n.,เพจ,หน้าหนังสือ
1,669,paint,n.,เพนทฺ,สี
1,670,painting,n.,เพนทิ่ง,"การวาดภาพสี, การทาสี"
